street_address,street_number,street_name,suburb,postcode,full_address,council,latitude,longitude,socio_economic_status,remoteness_level,validation_source
69 Hindley Street,69,Hindley Street,ADELAIDE,5000,"69 Hindley Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.923127,138.596733,4,Major Cities of Australia,mapbox_api
499 Pirie Street,499,Pirie Street,ADELAIDE,5000,"499 Pirie Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.925249,138.609834,4,Major Cities of Australia,mapbox_api
889 Victoria Street,889,Victoria Street,ADELAIDE,5000,"889 Victoria Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.922241,138.596052,4,Major Cities of Australia,mapbox_api
778 Waymouth Street,778,Waymouth Street,ADELAIDE,5000,"778 Waymouth Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.926281,138.589634,4,Major Cities of Australia,mapbox_api
2 Gawler Place,2,Gawler Place,ADELAIDE,5000,"2 Gawler Place, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.924307,138.601967,4,Major Cities of Australia,mapbox_api
112 Marion Road,112,Marion Road,ADELAIDE,5000,"112 Marion Road, Brooklyn Park South Australia 5032, Australia",CITY OF ADELAIDE,-34.935007,138.552617,4,Major Cities of Australia,mapbox_api
457 Brighton Road,457,Brighton Road,ADELAIDE,5000,"457 Brighton Road, Brighton South Australia 5048, Australia",CITY OF ADELAIDE,-35.017421,138.522685,4,Major Cities of Australia,mapbox_api
654 Flinders Street,654,Flinders Street,PORT AUGUSTA,5700,"654 Flinders Street, Port Augusta South Australia 5700, Australia",PORT AUGUSTA CITY COUNCIL,-32.488496,137.774713,2,Outer Regional Australia,mapbox_api
778 Henley Beach Road,778,Henley Beach Road,ADELAIDE,5000,"778 Henley Beach Road, Torrensville South Australia 5031, Australia",CITY OF ADELAIDE,-34.923687,138.569598,4,Major Cities of Australia,mapbox_api
830 Prospect Road,830,Prospect Road,ADELAIDE,5000,"830 Prospect Road, North Adelaide South Australia 5006, Australia",CITY OF ADELAIDE,-34.89999,138.594504,4,Major Cities of Australia,mapbox_api
275 Main North Road,275,Main North Road,ADELAIDE,5000,"275 Main North Road, Smithfield South Australia 5114, Australia",CITY OF ADELAIDE,-34.680143,138.695427,4,Major Cities of Australia,mapbox_api
935 Uley Road,935,Unley Road,ADELAIDE,5000,"935 Uley Road, Craigmore South Australia 5114, Australia",CITY OF ADELAIDE,-34.698331,138.713043,4,Major Cities of Australia,mapbox_api
670 Glen Osmond Road,670,Glen Osmond Road,ADELAIDE,5000,"670 Glen Osmond Road, Parkside South Australia 5063, Australia",CITY OF ADELAIDE,-34.945927,138.624413,4,Major Cities of Australia,mapbox_api
683 Lower North East Road,683,Lower North East Road,ADELAIDE,5000,"683 Lower North East Road, Paradise South Australia 5075, Australia",CITY OF ADELAIDE,-34.87363,138.668337,4,Major Cities of Australia,mapbox_api
413 Henley Beach Road,413,Henley Beach Road,ADELAIDE,5000,"413 Henley Beach Road, Brooklyn Park South Australia 5032, Australia",CITY OF ADELAIDE,-34.927984,138.53623,4,Major Cities of Australia,mapbox_api
362 Grenfell Street,362,Grenfell Street,ADELAIDE,5000,"362 Grenfell Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.923849,138.609409,4,Major Cities of Australia,mapbox_api
745 Churchill Road,745,Churchill Road,ADELAIDE,5000,"745 Churchill Road, Prospect South Australia 5082, Australia",CITY OF ADELAIDE,-34.891242,138.585311,4,Major Cities of Australia,mapbox_api
647 Marion Road,647,Marion Road,ADELAIDE,5000,"647 Marion Road, Ascot Park South Australia 5043, Australia",CITY OF ADELAIDE,-34.983855,138.556585,4,Major Cities of Australia,mapbox_api
834 Grenfell Street,834,Grenfell Street,ADELAIDE,5000,"834 Grenfell Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.923849,138.609408,4,Major Cities of Australia,mapbox_api
719 Halifax Street,719,Halifax Street,ADELAIDE,5000,"719 Halifax Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.932131,138.615724,4,Major Cities of Australia,mapbox_api
850 Currie Street,850,Currie Street,ADELAIDE,5000,"850 Currie Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.924843,138.58953,4,Major Cities of Australia,mapbox_api
548 Carrington Street,548,Carrington Street,ADELAIDE,5000,"548 Carrington Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.9313,138.604406,4,Major Cities of Australia,mapbox_api
Church Street,159,Church Street,ADELAIDE,5000,"Church Street, Glenelg South South Australia 5045, Australia",CITY OF ADELAIDE,-34.991075,138.515159,4,Major Cities of Australia,mapbox_api
478 Portrush Road,478,Portrush Road,ADELAIDE,5000,"478 Portrush Road, Linden Park South Australia 5065, Australia",CITY OF ADELAIDE,-34.947527,138.643298,4,Major Cities of Australia,mapbox_api
783 Gawler Place,783,Gawler Place,ADELAIDE,5000,"783 Gawler Place, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.925169,138.602027,4,Major Cities of Australia,mapbox_api
Palmer Place,226,Palmer Place,ADELAIDE,5000,"Palmer Place, North Adelaide South Australia 5006, Australia",CITY OF ADELAIDE,-34.910956,138.595093,4,Major Cities of Australia,mapbox_api
346 Marion Road,346,Marion Road,ADELAIDE,5000,"346 Marion Road, North Plympton South Australia 5037, Australia",CITY OF ADELAIDE,-34.956448,138.553894,4,Major Cities of Australia,mapbox_api
Whitmore Square,887,Whitmore Square,ADELAIDE,5000,"Whitmore Square, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.932853,138.593504,4,Major Cities of Australia,mapbox_api
900 Halifax Street,900,Halifax Street,ADELAIDE,5000,"900 Halifax Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.932089,138.616602,4,Major Cities of Australia,mapbox_api
245 Lower North East Road,245,Lower North East Road,ADELAIDE,5000,"245 Lower North East Road, Dernancourt South Australia 5075, Australia",CITY OF ADELAIDE,-34.866765,138.678109,4,Major Cities of Australia,mapbox_api
928 Henley Beach Road,928,Henley Beach Road,ADELAIDE,5000,"928 Henley Beach Road, Torrensville South Australia 5031, Australia",CITY OF ADELAIDE,-34.923687,138.569592,4,Major Cities of Australia,mapbox_api
129 Cross Road,129,Cross Road,ADELAIDE,5000,"129 Cross Road, Hawthorn South Australia 5062, Australia",CITY OF ADELAIDE,-34.966287,138.598237,4,Major Cities of Australia,mapbox_api
139 Marion Road,139,Marion Road,ADELAIDE,5000,"139 Marion Road, Richmond South Australia 5033, Australia",CITY OF ADELAIDE,-34.93739,138.553207,4,Major Cities of Australia,mapbox_api
880 Wellington Square,880,Wellington Square,ADELAIDE,5000,"880 Wellington Square, North Adelaide South Australia 5006, Australia",CITY OF ADELAIDE,-34.90633,138.591286,4,Major Cities of Australia,mapbox_api
401 Main Street,401,Main Street,ADELAIDE,5000,"401 Main Street, Seaford South Australia 5169, Australia",CITY OF ADELAIDE,-35.187135,138.477649,4,Major Cities of Australia,mapbox_api
338 Cross Road,338,Cross Road,ADELAIDE,5000,"338 Cross Road, Clarence Park South Australia 5034, Australia",CITY OF ADELAIDE,-34.966332,138.584068,4,Major Cities of Australia,mapbox_api
73 East Terrace,73,West Terrace,ADELAIDE,5000,"73 East Terrace, Ascot Park South Australia 5038, Australia",CITY OF ADELAIDE,-34.982461,138.563238,4,Major Cities of Australia,mapbox_api
525 Grand Junction Road,525,Grand Junction Road,ADELAIDE,5000,"525 Grand Junction Road, Wingfield South Australia 5013, Australia",CITY OF ADELAIDE,-34.849245,138.563934,4,Major Cities of Australia,mapbox_api
471 Grand Junction Road,471,Grand Junction Road,ADELAIDE,5000,"471 Grand Junction Road, Gepps Cross South Australia 5094, Australia",CITY OF ADELAIDE,-34.847463,138.611439,4,Major Cities of Australia,mapbox_api
265 Elizabeth Street,265,Elizabeth Street,MURRAY BRIDGE,5253,"265 Elizabeth Street, Murray Bridge South Australia 5253, Australia",THE RURAL CITY OF MURRAY BRIDGE,-35.118187,139.263287,2,Inner Regional Australia,mapbox_api
787 Glen Osmond Road,787,Glen Osmond Road,ADELAIDE,5000,"787 Glen Osmond Road, Glen Osmond South Australia 5064, Australia",CITY OF ADELAIDE,-34.963364,138.644124,4,Major Cities of Australia,mapbox_api
980 Lower North East Road,980,Lower North East Road,ADELAIDE,5000,"980 Lower North East Road, Highbury South Australia 5089, Australia",CITY OF ADELAIDE,-34.8536,138.698378,4,Major Cities of Australia,mapbox_api
Portrush Road,759,Portrush Road,ADELAIDE,5000,"Portrush Road, Glen Osmond South Australia 5064, Australia",CITY OF ADELAIDE,-34.956519,138.648198,4,Major Cities of Australia,mapbox_api
706 East Terrace,706,West Terrace,ADELAIDE,5000,"706 East Terrace, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.931868,138.616884,4,Major Cities of Australia,mapbox_api
465 Gawler Place,465,Gawler Place,ADELAIDE,5000,"465 Gawler Place, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.925173,138.602027,4,Major Cities of Australia,mapbox_api
832 Henley Beach Road,832,Henley Beach Road,ADELAIDE,5000,"832 Henley Beach Road, Torrensville South Australia 5031, Australia",CITY OF ADELAIDE,-34.923687,138.569596,4,Major Cities of Australia,mapbox_api
122 Henley Beach Road,122,Henley Beach Road,ADELAIDE,5000,"122 Henley Beach Road, Torrensville South Australia 5031, Australia",CITY OF ADELAIDE,-34.923686,138.569621,4,Major Cities of Australia,mapbox_api
650 Glen Osmond Road,650,Glen Osmond Road,ADELAIDE,5000,"650 Glen Osmond Road, Parkside South Australia 5063, Australia",CITY OF ADELAIDE,-34.945927,138.624413,4,Major Cities of Australia,mapbox_api
69 Pulteney Street,69,Pulteney Street,ADELAIDE,5000,"69 Pulteney Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.922019,138.60553,4,Major Cities of Australia,mapbox_api
260 Hindley Street,260,Hindley Street,ADELAIDE,5000,"260 Hindley Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.923265,138.589865,4,Major Cities of Australia,mapbox_api
Hurtle Square,301,Hurtle Square,ADELAIDE,5000,"Hurtle Square, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.932292,138.605527,4,Major Cities of Australia,mapbox_api
228 Light Square,228,Light Square,ADELAIDE,5000,"228 Light Square, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.925351,138.594285,4,Major Cities of Australia,mapbox_api
128 Carrington Street,128,Carrington Street,ADELAIDE,5000,"128 Carrington Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.931,138.604857,4,Major Cities of Australia,mapbox_api
766 Rundle Street,766,Rundle Street,ADELAIDE,5000,"766 Rundle Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.922473,138.609707,4,Major Cities of Australia,mapbox_api
474 Victoria Street,474,Victoria Street,ADELAIDE,5000,"474 Victoria Street, Glandore South Australia 5037, Australia",CITY OF ADELAIDE,-34.962585,138.56724,4,Major Cities of Australia,mapbox_api
482 Brighton Road,482,Brighton Road,ADELAIDE,5000,"482 Brighton Road, Somerton Park South Australia 5044, Australia",CITY OF ADELAIDE,-34.999315,138.521678,4,Major Cities of Australia,mapbox_api
108 Pulteney Street,108,Pulteney Street,ADELAIDE,5000,"108 Pulteney Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.921769,138.605511,4,Major Cities of Australia,mapbox_api
375 Magill Road,375,Magill Road,ADELAIDE,5000,"375 Magill Road, St Morris South Australia 5068, Australia",CITY OF ADELAIDE,-34.914104,138.651686,4,Major Cities of Australia,mapbox_api
650 Richardson Avenue,650,Main North Road,CLARE,5453,"650 Richardson Avenue, Clare South Australia 5453, Australia",CLARE AND GILBERT VALLEYS COUNCIL,-33.828142,138.607078,3,Inner Regional Australia,mapbox_api
71 Brighton Road,71,Brighton Road,ADELAIDE,5000,"71 Brighton Road, Glenelg South Australia 5045, Australia",CITY OF ADELAIDE,-34.984166,138.520096,4,Major Cities of Australia,mapbox_api
870 Churchill Road,870,Churchill Road,ADELAIDE,5000,"870 Churchill Road, Kilburn South Australia 5084, Australia",CITY OF ADELAIDE,-34.861238,138.58314,4,Major Cities of Australia,mapbox_api
725 Magill Road,725,Magill Road,ADELAIDE,5000,"725 Magill Road, Adelaide South Australia 5069, Australia",CITY OF ADELAIDE,-34.915099,138.634298,4,Major Cities of Australia,mapbox_api
587 Goodwood Road,587,Goodwood Road,ADELAIDE,5000,"587 Goodwood Road, Colonel Light Gardens South Australia 5041, Australia",CITY OF ADELAIDE,-34.989273,138.592996,4,Major Cities of Australia,mapbox_api
265 Halls Road,265,Torrens Road,ADELAIDE,5000,"265 Halls Road, Highbury South Australia 5089, Australia",CITY OF ADELAIDE,-34.848225,138.720902,4,Major Cities of Australia,mapbox_api
718 Franklin Street,718,Franklin Street,ADELAIDE,5000,"718 Franklin Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.927663,138.58973,4,Major Cities of Australia,mapbox_api
259 Cross Road,259,Cross Road,ADELAIDE,5000,"259 Cross Road, Cumberland Park South Australia 5041, Australia",CITY OF ADELAIDE,-34.966625,138.586282,4,Major Cities of Australia,mapbox_api
990 Wellington Square,990,Wellington Square,ADELAIDE,5000,"990 Wellington Square, North Adelaide South Australia 5006, Australia",CITY OF ADELAIDE,-34.906343,138.591304,4,Major Cities of Australia,mapbox_api
518 Cross Road,518,Cross Road,ADELAIDE,5000,"518 Cross Road, Glandore South Australia 5037, Australia",CITY OF ADELAIDE,-34.967307,138.566074,4,Major Cities of Australia,mapbox_api
416 Grenfell Street,416,Grenfell Street,ADELAIDE,5000,"416 Grenfell Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.923849,138.609409,4,Major Cities of Australia,mapbox_api
785 Pirie Street,785,Pirie Street,ADELAIDE,5000,"785 Pirie Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.925249,138.609836,4,Major Cities of Australia,mapbox_api
831 George Street,831,George Street,ADELAIDE,5000,"831 George Street, Marion South Australia 5043, Australia",CITY OF ADELAIDE,-35.009105,138.555073,4,Major Cities of Australia,mapbox_api
56 Upper Sturt Road,56,Upper Sturt Road,ADELAIDE,5000,"56 Upper Sturt Road, Belair South Australia 5052, Australia",CITY OF ADELAIDE,-35.004611,138.632483,4,Major Cities of Australia,mapbox_api
323 Henley Beach Road,323,Henley Beach Road,ADELAIDE,5000,"323 Henley Beach Road, Brooklyn Park South Australia 5032, Australia",CITY OF ADELAIDE,-34.925267,138.545263,4,Major Cities of Australia,mapbox_api
954 Franklin Street,954,Franklin Street,ADELAIDE,5000,"954 Franklin Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.927663,138.589729,4,Major Cities of Australia,mapbox_api
646 Grenfell Street,646,Grenfell Street,ADELAIDE,5000,"646 Grenfell Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.923849,138.609408,4,Major Cities of Australia,mapbox_api
236 Franklin Street,236,Franklin Street,ADELAIDE,5000,"236 Franklin Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.927595,138.591164,4,Major Cities of Australia,mapbox_api
251 North Terrace,251,North Terrace,ADELAIDE,5000,"251 North Terrace, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.921691,138.606477,4,Major Cities of Australia,mapbox_api
882 Grand Junction Road,882,Grand Junction Road,ADELAIDE,5000,"882 Grand Junction Road, Gilles Plains South Australia 5086, Australia",CITY OF ADELAIDE,-34.845362,138.664166,4,Major Cities of Australia,mapbox_api
487 Rundle Street,487,Rundle Street,ADELAIDE,5000,"487 Rundle Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.922494,138.609331,4,Major Cities of Australia,mapbox_api
974 Victoria Street,974,Victoria Street,VICTOR HARBOR,5211,"974 Victoria Street, Victor Harbor South Australia 5211, Australia",CITY OF VICTOR HARBOR,-35.55839,138.613469,3,Inner Regional Australia,mapbox_api
797 Pirie Street,797,Pirie Street,ADELAIDE,5000,"797 Pirie Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.925249,138.609836,4,Major Cities of Australia,mapbox_api
601 Halifax Street,601,Halifax Street,ADELAIDE,5000,"601 Halifax Street, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.932131,138.615724,4,Major Cities of Australia,mapbox_api
824 Magill Road,824,Magill Road,ADELAIDE,5000,"824 Magill Road, Beulah Park South Australia 5067, Australia",CITY OF ADELAIDE,-34.914572,138.645258,4,Major Cities of Australia,mapbox_api
721 Grand Junction Road,721,Grand Junction Road,ADELAIDE,5000,"721 Grand Junction Road, Northfield South Australia 5085, Australia",CITY OF ADELAIDE,-34.847247,138.625095,4,Major Cities of Australia,mapbox_api
Hurtle Square,490,Hurtle Square,ADELAIDE,5000,"Hurtle Square, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.932292,138.605527,4,Major Cities of Australia,mapbox_api
54 King Street,54,King Street,ADELAIDE,5000,"54 King Street, Norwood South Australia 5067, Australia",CITY OF ADELAIDE,-34.917486,138.626681,4,Major Cities of Australia,mapbox_api
289 Elizabeth Street,289,Elizabeth Street,MURRAY BRIDGE,5253,"289 Elizabeth Street, Murray Bridge South Australia 5253, Australia",THE RURAL CITY OF MURRAY BRIDGE,-35.11819,139.263285,2,Inner Regional Australia,mapbox_api
977 Churchill Road,977,Churchill Road,ADELAIDE,5000,"977 Churchill Road, Prospect South Australia 5082, Australia",CITY OF ADELAIDE,-34.891234,138.58531,4,Major Cities of Australia,mapbox_api
8 Currie Street,8,Currie Street,ADELAIDE,5000,"8 Currie Street, Nailsworth South Australia 5083, Australia",CITY OF ADELAIDE,-34.888316,138.606619,4,Major Cities of Australia,mapbox_api
944 Lower North East Road,944,Lower North East Road,ADELAIDE,5000,"944 Lower North East Road, Highbury South Australia 5089, Australia",CITY OF ADELAIDE,-34.855807,138.69391,4,Major Cities of Australia,mapbox_api
Whitmore Square,667,Whitmore Square,ADELAIDE,5000,"Whitmore Square, Adelaide South Australia 5000, Australia",CITY OF ADELAIDE,-34.932853,138.593504,4,Major Cities of Australia,mapbox_api
342 Elizabeth Street,342,Elizabeth Street,MURRAY BRIDGE,5253,"342 Elizabeth Street, Murray Bridge South Australia 5253, Australia",THE RURAL CITY OF MURRAY BRIDGE,-35.118193,139.263281,2,Inner Regional Australia,mapbox_api
